practice_code,CCGgeogcode,2011regionname,listsize,bp-estimate,bp-max95,bp-min95,bp-qofprev,chd-estimate,chd-max95,chd-min95,chd-qofprev,copd-estimate,copd-max95,copd-min95,copd-qofprev,depression-estimate,depression-max95,depression-min95,depression-qofprev,pad-estimate,pad-max95,pad-min95,pad-qofprev,stroke_IMD-estimate,stroke_IMD-max95,stroke_IMD-min95,stroke-estimate,stroke-max95,stroke-min95,stroke-qofprev,undx_bp-estimate,undx_bp-max95,undx_bp-min95
A81015,E38000162,North East,3003.0,22.9523043388334,24.5914841391623,21.3913916872478,0.153513153513154,6.87290350014275,7.52387574088172,6.27443249129471,4.4622044622,2.81353570466474,2.84501878313188,2.78239104154345,2.331002331,18.4430081670888,19.8425049627396,17.1211350659752,6.48511854242057,1.01445275554862,1.30012703656583,0.791046020486277,0.7326007326,3.76029106629672,4.24040480050058,3.3326456643478,3.66518087263052,4.11333928828864,3.26418820800555,1.665001665,12.7344922408151,13.5731277382174,11.9405142519097
A81016,E38000162,North East,9600.0,18.8739757253921,21.8527018446425,16.217019254027502,0.1221875,7.60326309955156,8.25302422370335,7.00075427113664,3.53125,2.44347875595357,2.47924551427714,2.40821524364888,2.4479166667,14.9015222820692,16.7665136690745,13.2110528252165,8.53899360670194,1.00446780308668,1.26637351722137,0.796291406113084,0.6666666667,3.80241568058514,4.42255480952476,3.26626198084789,3.69743005259045,4.1268244698381,3.31117089628456,1.90625,11.5606142331017,12.8117123933764,10.4170921603883
A81017,E38000075,North East,21219.0,19.2858580060289,20.9257517407709,17.7456374709422,0.115839577736934,6.6838129684068,7.30633163684006,6.11083784607909,3.1339836939,1.84025431043032,1.86774078200689,1.81316486762342,1.7908478251,16.215874513796,17.7580647567851,14.7835400606526,11.8405637226115,0.948271658237692,1.21799753625309,0.737830500960251,0.4382864414,3.4680737193626,3.96814261580012,3.02903620536733,3.54866322365088,3.96997973666139,3.17058292879672,1.5740609831,11.3673354118417,12.2692295413628,10.5237855882307
A81018,E38000162,North East,5419.0,24.073411415169,25.8964367928933,22.3400318942016,0.19357815095036,7.66906361135152,8.33505994089566,7.05218831629357,5.5729839454,3.2670661385373,3.30528463384061,3.22927479934363,4.9271083226,18.8898166359718,20.5121035269295,17.3678009487523,14.9554145424142,1.12053474761129,1.40429651996582,0.89359214917407,1.3840191917,4.15013213757854,4.69063915885866,3.66951031156065,3.99258565387662,4.43409030371261,3.59338887020324,2.9341206865,13.1881028117403,14.2051232806206,12.2335137025509
A81019,E38000162,North East,10504.0,21.1347994038541,23.4319015037075,19.0069884959702,0.127475247524752,6.72974509479254,7.313706451003,6.18929645605258,4.1317593298,3.02979812502021,3.07585749400045,2.98440723404398,3.3320639756,19.4138314982205,21.8088911880948,17.2238589020858,4.37261342866374,0.983352415633936,1.23978812193456,0.779538779280072,0.7044935263,3.676032801773,4.35092044661266,3.1024340206897,3.49950423247805,3.92491683008683,3.11870435074032,1.837395278,12.143709936158,13.5528713214741,10.8626553473735
A81020,E38000162,North East,7931.0,24.1541591327771,26.4256834781292,22.0194555310856,0.181692094313454,7.64230625836397,8.30102124598349,7.0318542220857,5.0435001891,3.05082689309086,3.08678621164179,3.01527344685137,2.2443575842,16.4518735442305,17.9714032405737,15.0372714341352,4.13876256670802,1.04889161039448,1.32813843580521,0.827865026914507,1.0843525407,4.03801657728293,4.56776127372822,3.56741224355869,3.93801506637328,4.37751271036282,3.54100851863464,2.2317488337,13.1364684475265,14.1738371540637,12.1642628905327
A81021,E38000162,North East,13349.0,23.044672827665,24.9741986540705,21.2220553203132,0.156266386995281,7.35183491628356,7.99670511554849,6.75515007500603,4.7044722451,3.16876648866252,3.20639959185627,3.13156079025824,2.427148101,19.1465340234135,20.8646673015194,17.5385267783338,10.0984255639444,1.07707896453492,1.35280508154624,0.857062554895908,0.8914525433,3.9654458919124,4.51039944850071,3.48393223461918,3.85029026991076,4.29305395908508,3.45154414373349,2.3896921118,12.6828523005228,13.7079420004539,11.724004604285
A81022,E38000162,North East,10758.0,23.7680722559937,25.5775648880392,22.0486670932733,0.167038482989403,7.36832012259289,8.02503956201657,6.76139178141072,4.6755902584,3.29359615146854,3.33252785915959,3.25510394201695,2.853690277,19.8199670078825,21.5396117166048,18.2057560294754,7.37981608660226,1.08387222167679,1.36341255144887,0.861145635529876,0.6134969325,3.83682857457681,4.37279161348545,3.36424620431203,3.85426055658342,4.29334879237413,3.45845590227018,1.8683770218,12.8924330953146,13.9290440430267,11.9222816422977
A81023,E38000162,North East,7713.0,17.9466680450813,20.7091691426628,15.4807243329913,0.122520420070012,7.02533091153804,7.6479974920615,6.44981862702537,3.3061065733,2.28926124150359,2.32466256622214,2.25438658598919,2.5281991443,15.8167351661292,17.822476560465,13.9982692953288,0.345020708684481,0.95372688097166,1.21314268251593,0.749363193627542,1.0501750292,3.57290620167106,4.19899112988642,3.0372132678462,3.45719887317102,3.88425270046023,3.07559501851611,1.6854660962,11.244760964031,12.5343614823265,10.0725617236787
A81025,E38000075,North East,4199.0,22.7934734357818,24.8037532323713,20.9008356868608,0.140985949035485,7.4357156245509,8.05439693691689,6.86101083870062,5.1202667302,3.10308192387923,3.13868278371758,3.06787208106562,2.4767801858,16.7983712912179,18.2036551734615,15.4810401547874,6.38422712132522,1.03330947615897,1.29674555069205,0.822944684854713,1.024053346,3.8966264954324,4.37594791667491,3.46790369797548,3.83366015274469,4.26238767868396,3.44650330028323,2.2148130507,12.663612892571,13.597542735174,11.7850795035342
A81026,E38000162,North East,13621.0,21.9772310130518,24.517176622565,19.6319827156482,0.127743924821966,7.47234156022745,8.09406093162397,6.89479495672262,4.3609132956,2.86096682316065,2.8972312874465,2.82514307241038,3.0320828133,16.2666639813279,17.948324459252,14.7143103106878,5.64508525272086,1.02420787510965,1.2866223307285,0.814872632299597,0.8956757947,3.79306725795562,4.33787117231389,3.31431601112687,3.71291925071675,4.13367149482959,3.3335047383225,2.3052639307,12.5418904572535,13.6686199541921,11.4956718913323
A81027,E38000075,North East,12916.0,22.6426861763659,24.4677087534346,20.9160946168703,0.153220811396717,7.01481960698903,7.73041625650971,6.3608983935554,4.0260142459,1.85018749155266,1.89234262291251,1.80895412188616,1.3626509755,15.1727428814593,17.1112402555245,13.4183029815485,7.61701110766812,0.967950798225731,1.27316309951519,0.735361315217599,0.4955094456,3.80182649315719,4.48452697704612,3.21955348591024,3.83360121821776,4.26725783633371,3.44242990008286,2.2607618458,12.2481185664226,13.4388752557262,11.149279717639
A81029,E38000162,North East,5761.0,18.7464425848989,21.9919276467886,15.8823986319038,0.131227217496962,7.74666878398615,8.41013834231183,7.13146444619099,4.0444367297,2.50964656879596,2.54876639938681,2.47111194488946,3.5931261934,14.6189445539062,16.6486402934524,12.7987004753823,9.07350634892722,0.995541153046569,1.25630802273165,0.78846842857067,1.1977087311,3.88595235767626,4.58087615231778,3.29281128909701,3.74026148078879,4.17620976785258,3.34823106357029,1.7184516577,11.7344708637935,13.1447734820804,10.4572618996445
A81030,E38000162,North East,11846.0,22.430231395363,25.3725739346691,19.7388493964919,0.13270302211717,7.70279749172206,8.3724129161735,7.08259741824556,3.4948505825,2.65676557664492,2.68837596692619,2.62551683868152,2.0850920142,14.611467141204,16.0408596004294,13.2892862251939,7.43444571384639,1.01360655806354,1.28722936407316,0.797676994573422,0.7681917947,3.8808527341112,4.38183920247441,3.43508753085354,3.86408342394126,4.30637171623209,3.4655754979043,1.7643086274,12.4384117126081,13.3509328818534,11.57992513139
A81031,E38000075,North East,12667.0,22.5327996254113,24.4140994232467,20.7566589023186,0.161679955790637,7.42716978638509,8.09277835298212,6.81224796802742,4.3814636457,3.03673771908432,3.07371053811073,3.00019586985654,3.1341280493,19.3856658413191,21.1485253462977,17.73669794383,3.94926285563282,1.08248961695699,1.36865193797978,0.855640021749491,1.0026051946,4.0617990946084,4.63681231488051,3.55543495718898,3.96314760526941,4.43120676698822,3.54269583529422,2.1157337965,12.4275789547635,13.4756338330094,11.4502487017681
A81032,E38000162,North East,10475.0,24.455697728279,26.0391866063562,22.9386381862669,0.149307875894988,7.28130513757287,7.98601861701252,6.6342942837304,4.3150357995,2.6301519439034,2.66341497499707,2.59729324548085,2.4248210024,17.4086899543237,18.8446873273838,16.0604629712673,8.33436630981007,1.04668378722621,1.34611928914799,0.813306655050792,0.8878281623,3.81998888770464,4.31845354518589,3.37702963284749,3.89598494621446,4.34572137919027,3.49109282273245,2.2434367542,12.8939595266618,13.8184685668426,12.0226749419273
A81033,E38000162,North East,3468.0,21.4462701904797,24.0396837682465,19.0624242525866,0.162629757785467,7.54536309549375,8.15986362327646,6.97362530021493,5.0173010381,3.04102734211755,3.08594543460276,2.99674284684329,4.8442906574,17.4630348457075,19.6388235726371,15.4818618503689,2.47195134738387,1.03125306550114,1.29295653871022,0.822079046633519,0.8650519031,3.98364738572244,4.67570312589961,3.39038036891607,3.8093851424244,4.24640339236502,3.41573820859897,2.2202998847,12.5990368614893,14.0298994643431,11.2949307155932
A81034,E38000075,North East,21678.0,18.5882852110618,20.2172585179121,17.0624940318498,0.123904419226866,6.65750243413796,7.27611720064138,6.08802900025348,3.0445613064,1.76442179483415,1.7901101425525,1.73909555103017,2.2880339515,16.560114464175,18.0860867319747,15.1390973330582,13.9732926654884,0.948321731907616,1.21875685613022,0.737446616769399,0.6596549497,3.44983604202995,3.93641190223058,3.02151356635985,3.52508634854983,3.94834044699439,3.14571828724577,1.7114124919,11.1876515059365,12.0753436920524,10.3575288019674
